niche,sub_service,specific_service,phrase,urgency,outcome,paid
pest control,stinging insects,wasp nest removal,I have WASP,routine,callback,1
pest control,stinging insects,wasp nest removal,A wasp nest,routine,callback,1
pest control,stinging insects,wasp removal,"They're on the side of the house, and I think they're trying to go into the cracks.",urgent,quoted,1
pest control,stinging insects,wasp removal,I'm trying to get a quote for wasp removal.,routine,no_sale,0
pest control,stinging insects,wasp removal,get a treatment to get them removed,routine,callback,1
pest control,stinging insects,wasp removal,I have a walk problem,routine,booked,1
pest control,stinging insects,wasp removal,we've just been battling a damn wasp mess for a while. We can't get rid of it,routine,booked,1
pest control,stinging insects,wasp removal,I was wondering if it's possible to get a Terminix provider out today,urgent,quoted,1
pest control,stinging insects,wasp removal,I have wasps inside of a wooden area under the eaves on a garage,routine,no_sale,0
pest control,stinging insects,wasp removal,"I think it may have wasps or yellow jackets, not sure exactly.",urgent,quoted,1
pest control,stinging insects,wasp removal,We wanted to see if you could come out and murder them,routine,booked,1
pest control,stinging insects,wasp removal,"Wasp, in the door frame of my car when I open it.",routine,no_sale,0
pest control,stinging insects,wasp removal,there's thousands of them everywhere but no nests,routine,quoted,1
pest control,stinging insects,wasp removal,10 to 15 wasps outside in the eaves of the home,routine,callback,1
pest control,stinging insects,wasp removal,coming out and praying ever so often,routine,no_sale,0
pest control,stinging insects,wasp removal,kind of lost maybe a yellow jacket,routine,no_sale,0
pest control,stinging insects,wasp removal,I guess just right below the roof.,routine,no_sale,0
pest control,stinging insects,wasp removal,wasps and dirt daubers and stuff,routine,no_sale,0
pest control,stinging insects,wasp removal,spraying for wasps and hornets,routine,quoted,1
pest control,stinging insects,wasp removal,I have wasps and dirt daubers,routine,no_sale,0
pest control,stinging insects,wasp removal,I think they're in the attic,routine,booked,1
pest control,stinging insects,wasp removal,we found them in the house,routine,booked,1
pest control,stinging insects,wasp removal,do just WASP treatments?,routine,callback,1
pest control,stinging insects,wasp removal,a pre-standing garage,routine,no_sale,0
pest control,stinging insects,wasp removal,they're pretty big,routine,no_sale,0
pest control,stinging insects,wasp removal,It's a horse farm,routine,quoted,1
pest control,stinging insects,wasp removal,Like the roof.,routine,no_sale,0
pest control,stinging insects,wasp removal,"Pets, wasps.",unknown,not_connected,0
pest control,stinging insects,bee / carpenter bee removal,"I'm having some construction done, so I need it done as soon as possible so that they can continue to work.",urgent,booked,1
pest control,stinging insects,bee / carpenter bee removal,I needed to cancel that appointment,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,Bees. Bees at my back door,urgent,callback,1
pest control,stinging insects,bee / carpenter bee removal,Bees in the back garage.,unknown,not_connected,0
pest control,stinging insects,bee / carpenter bee removal,Bees at the back door,routine,callback,0
pest control,stinging insects,bee / carpenter bee removal,Honey bee removal.,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,they bit my daughter six times last night when she tried to cover them and take them away,urgent,callback,1
pest control,stinging insects,bee / carpenter bee removal,made an appointment for somebody to come out tomorrow and give me an estimate,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,I have an in-ground bee's nest near the front entrance of my home,routine,quoted,1
pest control,stinging insects,bee / carpenter bee removal,"It's bees. Bees, all right. Yeah, they have like a ground nest.",urgent,booked,1
pest control,stinging insects,bee / carpenter bee removal,We have a like a beehive that building on one of our fences.,urgent,callback,1
pest control,stinging insects,bee / carpenter bee removal,"they're starting to now, like, rest on the side of the house",urgent,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,I just worried they going to start coming into the house,urgent,no_sale,1
pest control,stinging insects,bee / carpenter bee removal,I wanted to see if you guys can send somebody out here,urgent,callback,1
pest control,stinging insects,bee / carpenter bee removal,I am currently having a bee swarm outside of my house,urgent,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,Do you have someone in Grand Marais that can help us?,routine,callback,0
pest control,stinging insects,bee / carpenter bee removal,They're in the ground next to the house.,urgent,booked,1
pest control,stinging insects,bee / carpenter bee removal,I've tried to eradicate it to no avail,routine,quoted,1
pest control,stinging insects,bee / carpenter bee removal,Can you send somebody out here then?,urgent,callback,1
pest control,stinging insects,bee / carpenter bee removal,we have bees in our attic,urgent,no_sale,1
pest control,stinging insects,bee / carpenter bee removal,I've got bees in my wall,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,the side of the house.,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,The bees nest.,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,We have beef.,routine,no_sale,0
pest control,stinging insects,bee / carpenter bee removal,it's for bees,unknown,not_connected,0
pest control,stinging insects,hornet nest removal,"I needed something pretty quick because I have five dogs and my grandkids, they come over.",urgent,no_sale,1
pest control,stinging insects,hornet nest removal,I've got European hornets in the root of one of my trees in my backyard.,urgent,no_sale,1
pest control,stinging insects,hornet nest removal,I need to get an estimate and when somebody can come out to remove it.,urgent,no_sale,1
pest control,stinging insects,hornet nest removal,in the backyard and I think my wife said there's some up above,routine,callback,1
pest control,stinging insects,hornet nest removal,It's in the gazebo in the backyard above the sauna.,routine,no_sale,0
pest control,stinging insects,hornet nest removal,I want to get it removed,routine,no_sale,0
pest control,stinging insects,hornet nest removal,we have a bald-faced hornet nest. Pretty accessible on a tree near one of our horse pastures,routine,quoted,1
pest control,stinging insects,hornet nest removal,"In my hedge, in my hedge, there's a hornet's nest about as big as a basketball.",urgent,no_sale,0
pest control,stinging insects,hornet nest removal,I have a bald face torn its nest at about six feet high on a branch and a tree.,urgent,booked,1
pest control,stinging insects,hornet nest removal,I have European hornets that have gotten access underneath my house extension,routine,no_sale,0
pest control,stinging insects,hornet nest removal,we have a bald-faced hornet nest we just discovered on the wall of our house,urgent,no_sale,0
pest control,stinging insects,hornet nest removal,I want to know what it would cost to get that taken care of.,urgent,no_sale,0
pest control,stinging insects,hornet nest removal,We believe we found a bald-faced hornet's nest in the tree.,urgent,callback,1
pest control,stinging insects,hornet nest removal,I'm seeing it in the bushes and these are hornets or bees.,routine,not_connected,0
pest control,stinging insects,hornet nest removal,I want it taken out right away. I already got stung ones.,urgent,booked,1
pest control,stinging insects,hornet nest removal,It's about the size of a soccer ball.,urgent,no_sale,1
pest control,stinging insects,hornet nest removal,they're behind a screwed-in panel,routine,no_sale,0
pest control,stinging insects,hornet nest removal,I have a hornet's nest,routine,no_sale,0
pest control,stinging insects,hornet nest removal,it's a hornet's nest,urgent,no_sale,1
pest control,stinging insects,hornet nest removal,it's pretty large.,urgent,callback,1
pest control,stinging insects,hornet nest removal,A hornet's nest.,routine,callback,1
pest control,stinging insects,hornet nest removal,I can't see it,routine,no_sale,0
pest control,stinging insects,bee removal,"I'm having some construction done, so I need it done as soon as possible so that they can continue to work.",urgent,booked,1
pest control,stinging insects,bee removal,I needed to cancel that appointment,routine,no_sale,0
pest control,stinging insects,bee removal,Bees. Bees at my back door,urgent,callback,1
pest control,stinging insects,bee removal,Bees in the back garage.,unknown,not_connected,0
pest control,stinging insects,bee removal,Bees at the back door,routine,callback,0
pest control,stinging insects,bee removal,they bit my daughter six times last night when she tried to cover them and take them away,urgent,callback,1
pest control,stinging insects,bee removal,made an appointment for somebody to come out tomorrow and give me an estimate,routine,no_sale,0
